Chrome,React,domManipulation_ADD,1000,69.09999996423721
Chrome,React,domManipulation_EDIT,1000,42.89999997615814
Chrome,React,domManipulation_DELETE,1000,41.39999997615814
Chrome,React,domManipulation_ADD,1000,68.80000001192093
Chrome,React,domManipulation_EDIT,1000,43.80000001192093
Chrome,React,domManipulation_DELETE,1000,37
Chrome,React,domManipulation_ADD,1000,65.90000003576279
Chrome,React,domManipulation_EDIT,1000,43.59999996423721
Chrome,React,domManipulation_DELETE,1000,40.5
Chrome,React,domManipulation_ADD,1000,63.90000003576279
Chrome,React,domManipulation_EDIT,1000,41.89999997615814
Chrome,React,domManipulation_DELETE,1000,40.19999998807907
Chrome,React,domManipulation_ADD,1000,66.70000004768372
Chrome,React,domManipulation_EDIT,1000,42.5
Chrome,React,domManipulation_DELETE,1000,40.90000003576279
Chrome,React,domManipulation_ADD,1000,69.5
Chrome,React,domManipulation_EDIT,1000,43.19999998807907
Chrome,React,domManipulation_DELETE,1000,39.40000003576279
Chrome,React,domManipulation_ADD,1000,70.80000001192093
Chrome,React,domManipulation_EDIT,1000,41.799999952316284
Chrome,React,domManipulation_DELETE,1000,37.30000001192093
Chrome,React,domManipulation_ADD,1000,68.40000003576279
Chrome,React,domManipulation_EDIT,1000,36.90000003576279
Chrome,React,domManipulation_DELETE,1000,41.89999997615814
Chrome,React,domManipulation_ADD,1000,66.69999998807907
Chrome,React,domManipulation_EDIT,1000,43.59999996423721
Chrome,React,domManipulation_DELETE,1000,40.10000002384186
Chrome,React,domManipulation_ADD,1000,67.19999998807907
Chrome,React,domManipulation_EDIT,1000,41.09999996423721
Chrome,React,domManipulation_DELETE,1000,39.700000047683716
Chrome,React,domManipulation_ADD,1000,68.09999996423721
Chrome,React,domManipulation_EDIT,1000,40.69999998807907
Chrome,React,domManipulation_DELETE,1000,38.700000047683716
Chrome,React,domManipulation_ADD,1000,66
Chrome,React,domManipulation_EDIT,1000,43.69999998807907
Chrome,React,domManipulation_DELETE,1000,38.5
Chrome,React,domManipulation_ADD,1000,65.39999997615814
Chrome,React,domManipulation_EDIT,1000,40.19999998807907
Chrome,React,domManipulation_DELETE,1000,38.39999997615814
Chrome,React,domManipulation_ADD,1000,67.09999996423721
Chrome,React,domManipulation_EDIT,1000,37.5
Chrome,React,domManipulation_DELETE,1000,44
Chrome,React,domManipulation_ADD,1000,66.5
Chrome,React,domManipulation_EDIT,1000,45.30000001192093
Chrome,React,domManipulation_DELETE,1000,40.69999998807907
Chrome,React,domManipulation_ADD,1000,67.19999998807907
Chrome,React,domManipulation_EDIT,1000,41.30000001192093
Chrome,React,domManipulation_DELETE,1000,39.5
Chrome,React,domManipulation_ADD,1000,68.89999997615814
Chrome,React,domManipulation_EDIT,1000,44.69999998807907
Chrome,React,domManipulation_DELETE,1000,39.5
Chrome,React,domManipulation_ADD,1000,61
Chrome,React,domManipulation_EDIT,1000,47
Chrome,React,domManipulation_DELETE,1000,39.39999997615814
Chrome,React,domManipulation_ADD,1000,68.29999995231628
Chrome,React,domManipulation_EDIT,1000,42.09999996423721
Chrome,React,domManipulation_DELETE,1000,38.39999997615814
Chrome,React,domManipulation_ADD,1000,67.89999997615814
Chrome,React,domManipulation_EDIT,1000,42.69999998807907
Chrome,React,domManipulation_DELETE,1000,39
Chrome,React,domManipulation_ADD,1000,63.299999952316284
Chrome,React,domManipulation_EDIT,1000,42.69999998807907
Chrome,React,domManipulation_DELETE,1000,43.90000003576279
Chrome,React,domManipulation_ADD,1000,67.40000003576279
Chrome,React,domManipulation_EDIT,1000,44.30000001192093
Chrome,React,domManipulation_DELETE,1000,39.59999996423721
Chrome,React,domManipulation_ADD,1000,78.39999997615814
